HGNC	model organism	sex	line	effect on lifespan	lifespan % change - mean	lifespan % change - median	lifespan % change - max	intervention deteriorates	intervention improves	main effect on lifespan	intervention method	tissue	doi	pmid
IGF1R	roundworm Caenorhabditis elegans	hermaphrodites	N2H	increases lifespan	98.5	85	119.3			loss of function	gene modification		10.1111/acel.13324	n/a
IGF1R	roundworm Caenorhabditis elegans	hermaphrodites	N2H	increases lifespan	132.9	143.4	149.5			loss of function	gene modification		10.1111/acel.13324	n/a
IGF1R	roundworm Caenorhabditis elegans	hermaphrodites	N2H	decreases lifespan	-12	-19.3	-9.2			gain of function	gene modification to increase protein activity/stability		10.1111/acel.13324	n/a
IGF1R	fly Drosophila melanogaster	female	wild type	decreases lifespan	-31	-23	-12			loss of function	gene modification		10.1126/science.1057987	11292875
IGF1R	fly Drosophila melanogaster	male	wild type	decreases lifespan	-57	n/a	n/a			loss of function	gene modification		10.1126/science.1057987	11292875
IGF1R	fly Drosophila melanogaster	female	wild type	increases lifespan	86	83	33			loss of function	gene modification		10.1126/science.1057987	11292875
IGF1R	fly Drosophila melanogaster	male	wild type	increases lifespan	10	3	14			loss of function	gene modification		10.1126/science.1057987	11292875
IGF1R	fly Drosophila melanogaster	female	wild type	decreases lifespan	-93	n/a	n/a			loss of function	gene modification		10.1126/science.1057987	11292875
IGF1R	fly Drosophila melanogaster	male	wild type	decreases lifespan	-96	n/a	n/a			loss of function	gene modification		10.1126/science.1057987	11292875
IGF1R	fly Drosophila melanogaster	female	wild type	decreases lifespan	-95	n/a	n/a			loss of function	gene modification		10.1126/science.1057987	11292875
IGF1R	fly Drosophila melanogaster	male	wild type	decreases lifespan	-95	n/a	n/a			loss of function	gene modification		10.1126/science.1057987	11292875
IGF1R	fly Drosophila melanogaster	female	wild type	decreases lifespan	-27	-26	-23			loss of function	gene modification		10.1126/science.1057987	11292875
IGF1R	fly Drosophila melanogaster	male	wild type	decreases lifespan	-14	-10	-14			loss of function	gene modification		10.1126/science.1057987	11292875
IGF1R	fly Drosophila melanogaster	female	wild type	no change	-0.6	0	-10			loss of function	gene modification		10.1126/science.1057987	11292875
IGF1R	fly Drosophila melanogaster	male	wild type	increases lifespan	11	8	4			loss of function	gene modification		10.1126/science.1057987	11292875
TXN	fly Drosophila melanogaster	male	n/a	increases lifespan	15	12	n/a			gain of function	additional copies of a gene in the genome	neurons	10.1074/jbc.M700937200	n/a
TXN	mouse	all	C57BL/6	increases lifespan	n/a	27.8	22			gain of function	additional copies of a gene in the genome		10.1089/15230860260220201	n/a
TXN	mouse	male	C57BL/6	increases lifespan	12.2	13.8	-2.2		oxidation/antioxidant function	gain of function	additional copies of a gene in the genome		10.1093/gerona/glr125	n/a
TXN	mouse	male	C57BL/6	increases lifespan	7	6.7	0.7		oxidation/antioxidant function	gain of function	additional copies of a gene in the genome		10.1093/gerona/glr125	n/a
TXN	mouse	female	C57BL/6	increases lifespan	7.7	14.5	-6.3		oxidation/antioxidant function	gain of function	additional copies of a gene in the genome		10.1093/gerona/glr125	n/a
TXN	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-18.9	n/a	0	oxidation/antioxidant function		loss of function	gene knockout		10.1111/j.1365-2443.2005.00913.x	n/a
KL	mouse	male	C3H	increases lifespan	20	8.9	10.5			gain of function	additional copies of a gene in the genome		10.1126/science.1112766	n/a
KL	mouse	male	C3H	increases lifespan	30.9	21	21.8			gain of function	additional copies of a gene in the genome		10.1126/science.1112766	n/a
KL	mouse	female	C3H	increases lifespan	19.1	14	13.7			gain of function	additional copies of a gene in the genome		10.1126/science.1112766	n/a
KL	mouse	female	C3H	increases lifespan	18.9	12.7	8.9			gain of function	additional copies of a gene in the genome		10.1126/science.1112766	n/a
KL	mouse	all	C57BL/6J × C3H/J	decreases lifespan	n/a	n/a	n/a	building and protection of telomeres,senescence,inflammation,body composition		loss of function	gene knockout		10.1073/pnas.1321942111	n/a
E2F1	roundworm Caenorhabditis elegans	hermaphrodites	n/a	increases lifespan	n/a	41.7	9.5			loss of function	RNA interferention		10.1074/jbc.M114.587170	n/a
STAT5B	fly Drosophila melanogaster	female	ry506	decreases lifespan	n/a	-32.9	-31.8	nucleus structure		loss of function	gene knockout		10.1371/journal.pgen.1002473	n/a
GH1	rat	male	Jcl:Wistar	increases lifespan	n/a	9.5	11.9	body composition		loss of function	interfering RNA transgene		10.1016/S0002-9440(10)61173-X	n/a
GH1	rat	male	Jcl:Wistar	decreases lifespan	n/a	-5.6	-7.7	body composition		loss of function	interfering RNA transgene		10.1016/S0002-9440(10)61173-X	n/a
GH1	mouse	male	n/a	decreases lifespan	n/a	-54	-49	tissue regeneration		gain of function	additional copies of a gene in the genome		10.1002/jcp.1041560114	n/a
GH1	mouse	female	n/a	decreases lifespan	n/a	-56	-41	proliferation		gain of function	additional copies of a gene in the genome		10.1002/jcp.1041560114	n/a
GH1	rat	male	Jcl:Wistar	increases lifespan	n/a	9.5	11.9	body composition		loss of function	interfering RNA transgene		10.1159/000128607	n/a
GH1	rat	male	Jcl:Wistar	increases lifespan	n/a	10.6	5.8		renal function	loss of function	interfering RNA transgene		10.1159/000128607	n/a
IGF1	mouse	male	C57BL/6	decreases lifespan	n/a	-8.3	-5.3		body composition,lipid metabolism	loss of function	gene knockout	liver	10.1007/s11357-017-9971-0	n/a
IGF1	mouse	female	C57BL/6	increases lifespan	n/a	16.1	2.5		body composition,lipid metabolism	loss of function	gene knockout	liver	10.1007/s11357-017-9971-0	n/a
IGF1	mouse	female	C57BL/6J	increases lifespan	3	n/a	10.3			loss of function	gene knockout		10.1093/gerona/glt108	n/a
IGF1	mouse	male	C57BL/6J	increases lifespan	4.8	n/a	9.8			loss of function	gene knockout		10.1093/gerona/glt108	n/a
IGF1	mouse	male	FVB	increases lifespan	n/a	23	14.2		calcium homeostasis,apoptosis	gain of function	additional copies of a gene in the genome	heart	10.1111/j.1474-9726.2007.00343.x	n/a
IGF1	mouse	male	C57BL/6 x FVB/N x 129sv	decreases lifespan	n/a	-27.5	-10.8	carcinogenesis		loss of function	gene knockout	liver	10.1111/acel.12188	24341939
IGF1	mouse	female	C57BL/6 x FVB/N x 129sv	increases lifespan	n/a	2.9	3.9			loss of function	gene knockout	liver	10.1111/acel.12188	24341939
IGF1	fly Drosophila melanogaster	male	white Dahomey	increases lifespan	n/a	10.5	27			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
IGF1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	18.5	16			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
IGF1	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	33.5	28			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
IGF1	fly Drosophila melanogaster	female	white Dahomey	improves survival under stress conditions	n/a	127	n/a			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
IGF1	fly Drosophila melanogaster	female	white Dahomey	improves survival under stress conditions	n/a	20	6.7			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
IGF1	fly Drosophila melanogaster	female	white Dahomey	decreases survival under stress conditions	n/a	-61.7	-41.2			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
IGF2	fly Drosophila melanogaster	male	white Dahomey	increases lifespan	n/a	10.5	27			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
IGF2	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	18.5	16			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
IGF2	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	33.5	28			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
IGF2	fly Drosophila melanogaster	female	white Dahomey	improves survival under stress conditions	n/a	127	n/a			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
IGF2	fly Drosophila melanogaster	female	white Dahomey	improves survival under stress conditions	n/a	20	6.7			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
IGF2	fly Drosophila melanogaster	female	white Dahomey	decreases survival under stress conditions	n/a	-61.7	-41.2			loss of function	introduction into the genome of a construct under the control of a gene promoter, which causes death or a decrease in the viability of cells expressing the gene		10.1073/pnas.0405775102	n/a
INS	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	17	21	20			gain of function	additional copies of a gene in the genome		10.1101/gad.867301	n/a
INS	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	23.4	24	31.7			gain of function	additional copies of a gene in the genome		10.1101/gad.867301	n/a
IRS1	mouse	female	C57BL/6	increases lifespan	n/a	27	23		immune function,lipid metabolism,nervous system,skin,bone	loss of function	gene knockout		10.1096/fj.07-9261com	n/a
IRS1	mouse	male	C57BL/6	increases lifespan	n/a	8	0		immune function,skin	loss of function	gene knockout		10.1096/fj.07-9261com	n/a
IRS1	mouse	female	C57BL/6	increases lifespan	n/a	11	11			loss of function	gene knockout		10.1096/fj.07-9261com	n/a
IRS1	mouse	male	C57BL/6	decreases lifespan	n/a	-1	5			loss of function	gene knockout		10.1096/fj.07-9261com	n/a
IRS1	fly Drosophila melanogaster	female	y1w1	increases lifespan	n/a	6	21	reproductive function		loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	female	y1w1	increases lifespan	n/a	46	37	reproductive function		loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	female	y1w1	increases lifespan	n/a	54	51	reproductive function		loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	female	y1w1	increases lifespan	n/a	23	5	reproductive function		loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	female	y1w1	increases lifespan	n/a	33	25	reproductive function		loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	female	y1w1	increases lifespan	n/a	30	18	reproductive function		loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	male	y1w1	increases lifespan	n/a	13	12.5	reproductive function		loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	male	y1w1	increases lifespan	n/a	2	4.5	reproductive function		loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	male	y1w1	decreases lifespan	n/a	-15	-1.5	reproductive function		loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	male	y1w1	decreases survival under stress conditions	-22	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	male	y1w1	decreases survival under stress conditions	-35	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	female	y1w1	improves survival under stress conditions	14	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	male	y1w1	improves survival under stress conditions	35	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	male	y1w1	decreases survival under stress conditions	-29	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	female	y1w1	improves survival under stress conditions	12	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	female	y1w1	improves survival under stress conditions	6	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	female	y1w1	improves survival under stress conditions	18	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	female	y1w1	improves survival under stress conditions	32	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	male	y1w1	improves survival under stress conditions	13	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	male	y1w1	improves survival under stress conditions	10	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	male	y1w1	decreases survival under stress conditions	17	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
IRS1	fly Drosophila melanogaster	male	y1w1	decreases survival under stress conditions	-29	n/a	n/a			loss of function	gene modification		10.1126/science.1057991	n/a
PTPN1	mouse	female	C57BL/6J x 129SvJ	decreases lifespan	-27.9	-28.1	-15.8	immune function,liver,blood		loss of function	gene knockout		10.1158/0008-5472.CAN-17-0946	n/a
PTPN1	mouse	male	C57BL/6J x 129SvJ	decreases lifespan	-27.8	-26.4	-7.1	immune function,liver,blood		loss of function	gene knockout		10.1158/0008-5472.CAN-17-0946	n/a
PTPN1	mouse	all	n/a	decreases lifespan	-3.8	-3.8	0			loss of function	gene knockout	myeloid cells	10.1158/0008-5472.CAN-17-0946	n/a
PTPN1	mouse	all	n/a	decreases lifespan	-42.1	-44.2	-12.1	immune function,liver,stem and progenitor cells,blood		loss of function	gene knockout	myeloid cells	10.1158/0008-5472.CAN-17-0946	n/a
IRS2	mouse	all	C57BL/6J	increases lifespan	16.7	17.2	17.3		insulin sensitivity,glucose metabolism,INS/IGFR pathway	loss of function	gene knockout		10.1126/science.1142179	n/a
